otu	statistic	p.value	method	alternative	p.value.adj
Acetitomaculum (OTU 893)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 897)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 911)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 925)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lactobacillus (OTU 929)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 935)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 939)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 940)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 951)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 952)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 958)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridium (OTU 960)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 970)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 979)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteroidetes (OTU 982)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 989)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 991)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1006)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1011)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1014)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteroides (OTU 1016)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridia (OTU 1020)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1022)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1032)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1035)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1038)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1052)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1054)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1073)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1074)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Butyricimonas (OTU 1078)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1080)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1088)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1091)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1093)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1101)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1108)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1120)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1126)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1141)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Neorhizobium (OTU 1143)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridia (OTU 1151)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1159)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1162)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1173)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1174)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridium_sensu (OTU 1192)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1193)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1195)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1202)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1204)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1224)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1236)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1246)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1258)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Cloacibacterium (OTU 1259)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1267)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Firmicutes (OTU 1271)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1276)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Ruminococcaceae (OTU 1305)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Lachnospiraceae (OTU 1315)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1322)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1354)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Butyricimonas (OTU 1356)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1366)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1368)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Clostridiales (OTU 1374)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Porphyromonadaceae (OTU 1398)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Pseudoflavonifractor (OTU 1440)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
Bacteria (OTU 1451)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1
